problem_id,pool_id,symmetry,spectrum_type,source,problem_latex,answer_latex,l0_prompt,matrix_latex
C_5x5_eig_097,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & 0 & 4 & -7 & 6 \\ -4 & 5 & 4 & -3 & 2 \\ 3 & 0 & 4 & -3 & 3 \\ -6 & 0 & -6 & 4 & -6 \\ -10 & 0 & -10 & 10 & -11 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -2, -1, 1, 4, 5","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & 0 & 4 & -7 & 6 \\ -4 & 5 & 4 & -3 & 2 \\ 3 & 0 & 4 & -3 & 3 \\ -6 & 0 & -6 & 4 & -6 \\ -10 & 0 & -10 & 10 & -11 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 5 & 0 & 4 & -7 & 6 \\ -4 & 5 & 4 & -3 & 2 \\ 3 & 0 & 4 & -3 & 3 \\ -6 & 0 & -6 & 4 & -6 \\ -10 & 0 & -10 & 10 & -11 \end{bmatrix}
C_5x5_eig_098,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 10 & 6 & 4 & 1 \\ 0 & -11 & 0 & -6 & 0 \\ 1 & 4 & -3 & 2 & -1 \\ 0 & 12 & 0 & 7 & 0 \\ 6 & 10 & 6 & 4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5, -4, -3, 1, 3","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & 10 & 6 & 4 & 1 \\ 0 & -11 & 0 & -6 & 0 \\ 1 & 4 & -3 & 2 & -1 \\ 0 & 12 & 0 & 7 & 0 \\ 6 & 10 & 6 & 4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 2 & 10 & 6 & 4 & 1 \\ 0 & -11 & 0 & -6 & 0 \\ 1 & 4 & -3 & 2 & -1 \\ 0 & 12 & 0 & 7 & 0 \\ 6 & 10 & 6 & 4 & -3 \end{bmatrix}
C_5x5_eig_099,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & -10 & -8 & 8 & -7 \\ -2 & -1 & 0 & -2 & 4 \\ 2 & 6 & 5 & 2 & -4 \\ 1 & -2 & 2 & 4 & 1 \\ 0 & -12 & -6 & 6 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -1, 0, 3, 5, 6","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & -10 & -8 & 8 & -7 \\ -2 & -1 & 0 & -2 & 4 \\ 2 & 6 & 5 & 2 & -4 \\ 1 & -2 & 2 & 4 & 1 \\ 0 & -12 & -6 & 6 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 5 & -10 & -8 & 8 & -7 \\ -2 & -1 & 0 & -2 & 4 \\ 2 & 6 & 5 & 2 & -4 \\ 1 & -2 & 2 & 4 & 1 \\ 0 & -12 & -6 & 6 & 0 \end{bmatrix}
C_5x5_eig_100,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & -6 & -2 & 5 & -4 \\ -2 & 3 & 2 & 2 & -2 \\ 1 & -10 & -5 & -1 & 2 \\ 2 & -6 & -2 & 1 & -4 \\ 2 & -6 & -2 & -2 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4, -3, -1, 1, 3","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & -6 & -2 & 5 & -4 \\ -2 & 3 & 2 & 2 & -2 \\ 1 & -10 & -5 & -1 & 2 \\ 2 & -6 & -2 & 1 & -4 \\ 2 & -6 & -2 & -2 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -2 & -6 & -2 & 5 & -4 \\ -2 & 3 & 2 & 2 & -2 \\ 1 & -10 & -5 & -1 & 2 \\ 2 & -6 & -2 & 1 & -4 \\ 2 & -6 & -2 & -2 & -1 \end{bmatrix}
C_5x5_eig_101,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -9 & 4 & -4 & -3 & 3 \\ -4 & -1 & -4 & -3 & 3 \\ 8 & -4 & 3 & 4 & -4 \\ -4 & -2 & 6 & 6 & -1 \\ -2 & -2 & 8 & 10 & -5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5, -3, -2, -1, 5","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -9 & 4 & -4 & -3 & 3 \\ -4 & -1 & -4 & -3 & 3 \\ 8 & -4 & 3 & 4 & -4 \\ -4 & -2 & 6 & 6 & -1 \\ -2 & -2 & 8 & 10 & -5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -9 & 4 & -4 & -3 & 3 \\ -4 & -1 & -4 & -3 & 3 \\ 8 & -4 & 3 & 4 & -4 \\ -4 & -2 & 6 & 6 & -1 \\ -2 & -2 & 8 & 10 & -5 \end{bmatrix}
C_5x5_eig_104,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -7 & 1 & 2 & 2 & 8 \\ 4 & 6 & 2 & -6 & 0 \\ -11 & 1 & 6 & 2 & 8 \\ -7 & 1 & 2 & 2 & 8 \\ -1 & 1 & 2 & -1 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -3, 0, 4, 5, 6","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -7 & 1 & 2 & 2 & 8 \\ 4 & 6 & 2 & -6 & 0 \\ -11 & 1 & 6 & 2 & 8 \\ -7 & 1 & 2 & 2 & 8 \\ -1 & 1 & 2 & -1 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -7 & 1 & 2 & 2 & 8 \\ 4 & 6 & 2 & -6 & 0 \\ -11 & 1 & 6 & 2 & 8 \\ -7 & 1 & 2 & 2 & 8 \\ -1 & 1 & 2 & -1 & 5 \end{bmatrix}
C_5x5_eig_105,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -3 & -3 & -3 & 2 \\ -1 & 2 & 1 & -4 & -2 \\ -5 & 7 & 2 & 7 & -2 \\ 4 & -8 & -4 & -2 & 4 \\ 3 & -6 & -3 & -6 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -3, -1, 0, 2, 6","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -3 & -3 & -3 & 2 \\ -1 & 2 & 1 & -4 & -2 \\ -5 & 7 & 2 & 7 & -2 \\ 4 & -8 & -4 & -2 & 4 \\ 3 & -6 & -3 & -6 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & -3 & -3 & -3 & 2 \\ -1 & 2 & 1 & -4 & -2 \\ -5 & 7 & 2 & 7 & -2 \\ 4 & -8 & -4 & -2 & 4 \\ 3 & -6 & -3 & -6 & 2 \end{bmatrix}
C_5x5_eig_110,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -7 & 2 & 2 & 0 & -2 \\ -5 & 3 & -2 & 5 & -3 \\ -10 & 2 & 5 & 0 & -2 \\ -8 & 0 & 8 & -5 & 0 \\ 9 & -2 & -4 & 5 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5, -1, 0, 1, 3","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -7 & 2 & 2 & 0 & -2 \\ -5 & 3 & -2 & 5 & -3 \\ -10 & 2 & 5 & 0 & -2 \\ -8 & 0 & 8 & -5 & 0 \\ 9 & -2 & -4 & 5 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -7 & 2 & 2 & 0 & -2 \\ -5 & 3 & -2 & 5 & -3 \\ -10 & 2 & 5 & 0 & -2 \\ -8 & 0 & 8 & -5 & 0 \\ 9 & -2 & -4 & 5 & 2 \end{bmatrix}
C_5x5_eig_114,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 6 & -4 & -2 & 8 & -8 \\ -7 & -1 & -3 & -4 & 8 \\ 2 & 2 & 6 & -4 & -4 \\ -5 & 2 & 5 & -10 & 3 \\ 7 & -2 & 3 & 4 & -11 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6, -3, -2, 0, 1","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 6 & -4 & -2 & 8 & -8 \\ -7 & -1 & -3 & -4 & 8 \\ 2 & 2 & 6 & -4 & -4 \\ -5 & 2 & 5 & -10 & 3 \\ 7 & -2 & 3 & 4 & -11 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 6 & -4 & -2 & 8 & -8 \\ -7 & -1 & -3 & -4 & 8 \\ 2 & 2 & 6 & -4 & -4 \\ -5 & 2 & 5 & -10 & 3 \\ 7 & -2 & 3 & 4 & -11 \end{bmatrix}
C_5x5_eig_115,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 6 & 4 & 2 & 0 \\ -11 & 1 & 2 & -9 & 2 \\ 11 & 2 & 1 & 9 & -2 \\ 11 & -4 & -2 & 6 & -2 \\ 1 & 7 & 5 & 6 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -3, -1, 3, 4, 6","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 6 & 4 & 2 & 0 \\ -11 & 1 & 2 & -9 & 2 \\ 11 & 2 & 1 & 9 & -2 \\ 11 & -4 & -2 & 6 & -2 \\ 1 & 7 & 5 & 6 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -1 & 6 & 4 & 2 & 0 \\ -11 & 1 & 2 & -9 & 2 \\ 11 & 2 & 1 & 9 & -2 \\ 11 & -4 & -2 & 6 & -2 \\ 1 & 7 & 5 & 6 & 2 \end{bmatrix}
C_5x5_eig_117,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 2 & -2 & -2 & -6 \\ -9 & -4 & 2 & 2 & 5 \\ -6 & 0 & 3 & 0 & 6 \\ -4 & 0 & -1 & 2 & 4 \\ 11 & 2 & -2 & -2 & -9 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -3, -2, 0, 2, 3","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 2 & -2 & -2 & -6 \\ -9 & -4 & 2 & 2 & 5 \\ -6 & 0 & 3 & 0 & 6 \\ -4 & 0 & -1 & 2 & 4 \\ 11 & 2 & -2 & -2 & -9 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 8 & 2 & -2 & -2 & -6 \\ -9 & -4 & 2 & 2 & 5 \\ -6 & 0 & 3 & 0 & 6 \\ -4 & 0 & -1 & 2 & 4 \\ 11 & 2 & -2 & -2 & -9 \end{bmatrix}
C_5x5_eig_120,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 6 & 11 & -8 & -3 \\ -4 & -4 & -8 & 4 & 4 \\ 0 & -6 & -1 & -2 & -1 \\ 0 & -6 & -3 & 0 & -1 \\ -8 & -8 & -4 & -4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4, -3, 0, 2, 4","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 6 & 11 & -8 & -3 \\ -4 & -4 & -8 & 4 & 4 \\ 0 & -6 & -1 & -2 & -1 \\ 0 & -6 & -3 & 0 & -1 \\ -8 & -8 & -4 & -4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 6 & 11 & -8 & -3 \\ -4 & -4 & -8 & 4 & 4 \\ 0 & -6 & -1 & -2 & -1 \\ 0 & -6 & -3 & 0 & -1 \\ -8 & -8 & -4 & -4 & 4 \end{bmatrix}
C_5x5_eig_121,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -9 & 3 & 3 & 3 \\ -1 & -6 & 3 & -1 & 3 \\ -1 & -2 & -2 & -1 & 4 \\ -1 & -7 & 5 & -4 & 5 \\ -1 & 0 & 3 & -1 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6, -5, -3, -1, 0","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -9 & 3 & 3 & 3 \\ -1 & -6 & 3 & -1 & 3 \\ -1 & -2 & -2 & -1 & 4 \\ -1 & -7 & 5 & -4 & 5 \\ -1 & 0 & 3 & -1 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & -9 & 3 & 3 & 3 \\ -1 & -6 & 3 & -1 & 3 \\ -1 & -2 & -2 & -1 & 4 \\ -1 & -7 & 5 & -4 & 5 \\ -1 & 0 & 3 & -1 & -3 \end{bmatrix}
C_5x5_eig_124,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & 4 & -4 & -8 & 4 \\ 1 & -4 & -1 & 1 & -2 \\ 3 & 4 & -9 & -7 & 4 \\ 5 & -2 & 2 & -2 & -2 \\ 4 & -3 & 3 & 2 & -5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6, -5, -3, -2, 1","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 5 & 4 & -4 & -8 & 4 \\ 1 & -4 & -1 & 1 & -2 \\ 3 & 4 & -9 & -7 & 4 \\ 5 & -2 & 2 & -2 & -2 \\ 4 & -3 & 3 & 2 & -5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 5 & 4 & -4 & -8 & 4 \\ 1 & -4 & -1 & 1 & -2 \\ 3 & 4 & -9 & -7 & 4 \\ 5 & -2 & 2 & -2 & -2 \\ 4 & -3 & 3 & 2 & -5 \end{bmatrix}
C_5x5_eig_125,int-nonsym,non_symmetric,integer,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -10 & -4 & -4 & -4 & -4 \\ 2 & 2 & 1 & 1 & 1 \\ 3 & 3 & 0 & 0 & 3 \\ 8 & 0 & 6 & 6 & 0 \\ 11 & 5 & 3 & 3 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -2, 0, 1, 2, 3","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -10 & -4 & -4 & -4 & -4 \\ 2 & 2 & 1 & 1 & 1 \\ 3 & 3 & 0 & 0 & 3 \\ 8 & 0 & 6 & 6 & 0 \\ 11 & 5 & 3 & 3 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -10 & -4 & -4 & -4 & -4 \\ 2 & 2 & 1 & 1 & 1 \\ 3 & 3 & 0 & 0 & 3 \\ 8 & 0 & 6 & 6 & 0 \\ 11 & 5 & 3 & 3 & 6 \end{bmatrix}
