Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_4x4_eig_120,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -4 & -4 & 0 \\ -1 & 3 & -1 & 0 \\ 9 & 4 & 8 & 0 \\ -3 & 0 & -3 & 1 \end{bmatrix},"\lambda = -1, 1, 3, 4"
C_4x4_eig_121,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 1 & -1 & -3 \\ -6 & -3 & -4 & -10 \\ 8 & -1 & -2 & 7 \\ -2 & 10 & 12 & 9 \end{bmatrix},"\lambda = -5, -1, 1, 6"
C_4x4_eig_122,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -10 & 6 & 6 & -6 \\ -12 & 6 & 8 & -8 \\ -9 & 7 & 4 & -7 \\ -9 & 5 & 4 & -7 \end{bmatrix},"\lambda = -4, -3, -2, 2"
C_4x4_eig_123,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 6 & 2 & -1 & 2 \\ 1 & 5 & 0 & 1 \\ 4 & 2 & 1 & 2 \\ -2 & -2 & 1 & 2 \end{bmatrix},"\lambda = 2, 3, 4, 5"
C_4x4_eig_124,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 1 & -1 & -1 \\ 0 & 2 & 0 & 1 \\ 0 & 9 & -5 & -9 \\ 0 & -2 & 0 & 5 \end{bmatrix},"\lambda = -5, -4, 3, 4"
C_4x4_eig_125,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 11 & 5 & -1 & 7 \\ 0 & 0 & 1 & -1 \\ -11 & -5 & 2 & -8 \\ -9 & -5 & 1 & -5 \end{bmatrix},"\lambda = 0, 1, 2, 5"
C_4x4_eig_126,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -4 & -3 & -3 \\ 2 & -3 & -3 & -3 \\ 8 & 0 & 5 & 8 \\ -10 & 8 & 3 & 0 \end{bmatrix},"\lambda = -3, 1, 2, 5"
C_4x4_eig_127,eigenvalue,Find the eigenvalues of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -1 & -1 & 0 \\ -2 & -2 & -1 & 0 \\ 2 & 0 & -1 & 0 \\ 2 & 0 & -7 & 6 \end{bmatrix},"\lambda = -3, -2, -1, 6"
C_4x4_matvec_001,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -3 & -1 & 1 & 2 \\ 4 & 4 & 3 & 3 \\ -1 & 3 & -5 & -3 \\ 4 & -2 & -2 & 1 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ 0 \\ 3 \\ 0 \end{bmatrix}",Ax = \begin{bmatrix} -9 \\ 25 \\ -19 \\ 10 \end{bmatrix}
C_4x4_matvec_002,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 0 & -3 & -1 & -5 \\ -1 & 4 & 4 & -4 \\ -5 & -1 & 0 & 5 \\ 3 & 0 & 0 & -1 \end{bmatrix}, \quad x = \begin{bmatrix} 0 \\ -5 \\ -3 \\ -1 \end{bmatrix}",Ax = \begin{bmatrix} 23 \\ -28 \\ 0 \\ 1 \end{bmatrix}
C_4x4_matvec_003,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -2 & -2 & 0 & 3 \\ -5 & 0 & 1 & 3 \\ -2 & -2 & -1 & -3 \\ 4 & -1 & 3 & -2 \end{bmatrix}, \quad x = \begin{bmatrix} 1 \\ 0 \\ 3 \\ -5 \end{bmatrix}",Ax = \begin{bmatrix} -17 \\ -17 \\ 10 \\ 23 \end{bmatrix}
C_4x4_matvec_004,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & 2 & -1 & 0 \\ -1 & 3 & 4 & -3 \\ -3 & -2 & -3 & 4 \\ -2 & 3 & -1 & 2 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ 5 \\ 1 \\ 0 \end{bmatrix}",Ax = \begin{bmatrix} 5 \\ 15 \\ -25 \\ 6 \end{bmatrix}
C_4x4_matvec_005,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 1 & 5 & 2 & -4 \\ 2 & -2 & -3 & 5 \\ -2 & -3 & 3 & 4 \\ -4 & 5 & 3 & -2 \end{bmatrix}, \quad x = \begin{bmatrix} -5 \\ 3 \\ -2 \\ 5 \end{bmatrix}",Ax = \begin{bmatrix} -14 \\ 15 \\ 15 \\ 19 \end{bmatrix}
C_4x4_matvec_006,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 3 & 4 & 1 & 2 \\ 1 & 5 & 5 & 5 \\ 1 & -2 & -5 & 1 \\ -4 & -2 & 0 & -1 \end{bmatrix}, \quad x = \begin{bmatrix} 0 \\ -1 \\ -4 \\ 4 \end{bmatrix}",Ax = \begin{bmatrix} 0 \\ -5 \\ 26 \\ -2 \end{bmatrix}
C_4x4_matvec_007,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 2 & -1 & 1 & -2 \\ -5 & 4 & 0 & 5 \\ 0 & 2 & 2 & -5 \\ 2 & 5 & -2 & -5 \end{bmatrix}, \quad x = \begin{bmatrix} -1 \\ 2 \\ 3 \\ 2 \end{bmatrix}",Ax = \begin{bmatrix} -5 \\ 23 \\ 0 \\ -8 \end{bmatrix}
C_4x4_matvec_008,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -3 & -5 & -3 & -5 \\ -5 & -3 & 2 & -4 \\ 0 & -2 & 4 & -3 \\ -4 & -3 & 4 & -2 \end{bmatrix}, \quad x = \begin{bmatrix} 5 \\ -5 \\ 1 \\ 2 \end{bmatrix}",Ax = \begin{bmatrix} -3 \\ -16 \\ 8 \\ -5 \end{bmatrix}
C_4x4_matvec_009,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 2 & 0 & -5 & -2 \\ 0 & 4 & -2 & -1 \\ -1 & -1 & -2 & -1 \\ 3 & -4 & -5 & -1 \end{bmatrix}, \quad x = \begin{bmatrix} -5 \\ 5 \\ 1 \\ 5 \end{bmatrix}",Ax = \begin{bmatrix} -25 \\ 13 \\ -7 \\ -45 \end{bmatrix}
C_4x4_matvec_010,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -5 & 1 & 4 & 3 \\ -3 & 1 & -2 & -4 \\ -1 & -3 & 1 & -4 \\ -1 & -2 & -2 & 1 \end{bmatrix}, \quad x = \begin{bmatrix} 2 \\ -5 \\ -5 \\ -1 \end{bmatrix}",Ax = \begin{bmatrix} -38 \\ 3 \\ 12 \\ 17 \end{bmatrix}
C_4x4_matvec_011,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 1 & 2 & -4 & 4 \\ 3 & 4 & -2 & 0 \\ 0 & -3 & -1 & -4 \\ -3 & 0 & -2 & -4 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ -4 \\ -3 \\ -3 \end{bmatrix}",b = \begin{bmatrix} -4 \\ 2 \\ 27 \\ 6 \end{bmatrix}
C_4x4_matvec_012,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 0 & 4 & -4 & -3 \\ -2 & -4 & -4 & 4 \\ -2 & 1 & 3 & 2 \\ -4 & -1 & -4 & 4 \end{bmatrix}, \quad x = \begin{bmatrix} 0 \\ 5 \\ -1 \\ 1 \end{bmatrix}",b = \begin{bmatrix} 21 \\ -12 \\ 4 \\ 3 \end{bmatrix}
C_4x4_matvec_013,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -4 & 4 & 3 & 0 \\ -2 & -1 & -1 & 3 \\ -2 & 1 & 3 & -3 \\ 2 & 0 & -3 & -4 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ 4 \\ -5 \\ 0 \end{bmatrix}",b = \begin{bmatrix} -15 \\ -7 \\ -19 \\ 23 \end{bmatrix}
C_4x4_matvec_014,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -4 & -4 & -4 & 4 \\ 0 & 4 & 2 & 2 \\ -4 & -1 & 1 & 1 \\ -3 & -4 & 1 & -4 \end{bmatrix}, \quad x = \begin{bmatrix} 5 \\ -2 \\ 5 \\ -1 \end{bmatrix}",b = \begin{bmatrix} -36 \\ 0 \\ -14 \\ 2 \end{bmatrix}
C_4x4_matvec_015,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & 2 & 4 & -3 \\ -1 & -3 & 2 & 2 \\ -3 & 3 & 4 & 3 \\ 3 & 2 & -2 & 4 \end{bmatrix}, \quad x = \begin{bmatrix} -2 \\ 0 \\ 2 \\ 3 \end{bmatrix}",b = \begin{bmatrix} 1 \\ 12 \\ 23 \\ 2 \end{bmatrix}
C_4x4_matvec_016,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -2 & -1 & 0 & -1 \\ -2 & 4 & -2 & -1 \\ -3 & 2 & 3 & 0 \\ -4 & -3 & -2 & -3 \end{bmatrix}, \quad x = \begin{bmatrix} -3 \\ 0 \\ 1 \\ 2 \end{bmatrix}",b = \begin{bmatrix} 4 \\ 2 \\ 12 \\ 4 \end{bmatrix}
C_4x4_matvec_017,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 4 & 2 & 0 & -1 \\ 3 & -4 & 2 & 0 \\ 0 & -3 & -2 & -2 \\ -4 & 1 & 1 & -1 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ 0 \\ -5 \\ -5 \end{bmatrix}",b = \begin{bmatrix} 21 \\ 2 \\ 20 \\ -16 \end{bmatrix}
C_4x4_matvec_018,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & -3 & 3 & 3 \\ 4 & 0 & 0 & 3 \\ 1 & 3 & -3 & -3 \\ -4 & -1 & 3 & 0 \end{bmatrix}, \quad x = \begin{bmatrix} 1 \\ -4 \\ -4 \\ -5 \end{bmatrix}",b = \begin{bmatrix} -16 \\ -11 \\ 16 \\ -12 \end{bmatrix}
C_4x4_matvec_019,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & 3 & 2 & 3 \\ -2 & -1 & 4 & 2 \\ 2 & 0 & -4 & 2 \\ -1 & -2 & 2 & 0 \end{bmatrix}, \quad x = \begin{bmatrix} -4 \\ 4 \\ -1 \\ 3 \end{bmatrix}",b = \begin{bmatrix} 23 \\ 6 \\ 2 \\ -6 \end{bmatrix}
C_4x4_matvec_020,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & -2 & 3 & 3 \\ -2 & -1 & 0 & 2 \\ 0 & 2 & 3 & -1 \\ 3 & 3 & 4 & 0 \end{bmatrix}, \quad x = \begin{bmatrix} 4 \\ 5 \\ 5 \\ 5 \end{bmatrix}",b = \begin{bmatrix} 16 \\ -3 \\ 20 \\ 47 \end{bmatrix}
C_4x4_mult_001,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & -2 & 1 & -1 \\ 0 & 3 & -4 & 1 \\ 0 & 1 & -3 & -4 \\ -3 & -3 & 4 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} -4 & -3 & 3 & 4 \\ -3 & 2 & -2 & -1 \\ 3 & 1 & 0 & 1 \\ 4 & -2 & -4 & 2 \end{bmatrix}",AB = \begin{bmatrix} -7 & -10 & 17 & 13 \\ -17 & 0 & -10 & -5 \\ -28 & 7 & 14 & -12 \\ 45 & 1 & -15 & 1 \end{bmatrix}
C_4x4_mult_002,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -4 & 0 & 1 & 2 \\ 3 & 1 & 3 & 4 \\ -3 & -1 & 4 & 0 \\ 2 & 4 & -4 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 3 & -1 & 1 & 0 \\ -4 & 2 & -3 & 3 \\ -1 & 2 & 0 & -3 \\ -2 & 4 & 4 & -4 \end{bmatrix}",AB = \begin{bmatrix} -17 & 14 & 4 & -11 \\ -6 & 21 & 16 & -22 \\ -9 & 9 & 0 & -15 \\ -6 & -2 & -10 & 24 \end{bmatrix}
C_4x4_mult_003,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -2 & 2 & 2 & -3 \\ 4 & -3 & -3 & -3 \\ 1 & -2 & 2 & 2 \\ 4 & 4 & 3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 3 & -4 & -1 \\ -1 & 3 & 2 & 2 \\ 1 & -1 & 1 & -3 \\ 0 & -2 & -2 & 1 \end{bmatrix}",AB = \begin{bmatrix} -4 & 4 & 20 & -3 \\ 8 & 12 & -19 & -4 \\ 6 & -9 & -10 & -9 \\ 7 & 25 & -1 & -7 \end{bmatrix}
C_4x4_mult_004,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 0 & -1 & -2 & 1 \\ -4 & -4 & -3 & -3 \\ -4 & 2 & 1 & -4 \\ -4 & -3 & 1 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 0 & -2 & 2 & 4 \\ 3 & 1 & 0 & -1 \\ -2 & 4 & 0 & -3 \\ -2 & -3 & -1 & 1 \end{bmatrix}",AB = \begin{bmatrix} -1 & -12 & -1 & 8 \\ 0 & 1 & -5 & -6 \\ 12 & 26 & -4 & -25 \\ -11 & 9 & -8 & -16 \end{bmatrix}
C_4x4_mult_005,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & 2 & -4 & -3 \\ 2 & 2 & -2 & -4 \\ -1 & 3 & 4 & 1 \\ -2 & 4 & 0 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & 4 & 0 & -4 \\ -4 & 3 & -3 & -1 \\ -4 & 4 & -3 & 2 \\ 3 & -2 & 1 & -4 \end{bmatrix}",AB = \begin{bmatrix} -4 & 0 & 3 & -2 \\ -18 & 14 & -4 & 2 \\ -22 & 19 & -20 & 5 \\ -19 & 10 & -15 & 16 \end{bmatrix}
C_4x4_mult_006,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -2 & 2 & -2 & -1 \\ 1 & -2 & -4 & 1 \\ 1 & -1 & 1 & 2 \\ -4 & -2 & 0 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & -4 & -4 & 2 \\ 0 & 1 & 1 & -2 \\ -2 & 4 & 0 & 3 \\ 0 & 4 & 3 & 2 \end{bmatrix}",AB = \begin{bmatrix} 10 & -2 & 7 & -16 \\ 5 & -18 & -3 & -4 \\ -5 & 7 & 1 & 11 \\ 12 & 26 & 23 & 2 \end{bmatrix}
C_4x4_mult_007,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & -4 & -4 & 2 \\ -4 & 4 & 4 & 1 \\ 4 & -4 & 2 & -1 \\ -4 & -1 & 0 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} -2 & 4 & 3 & 2 \\ -3 & -3 & 1 & -2 \\ 1 & -3 & 2 & 1 \\ -4 & -1 & -2 & -1 \end{bmatrix}",AB = \begin{bmatrix} -2 & 26 & -13 & 4 \\ -4 & -41 & -2 & -13 \\ 10 & 23 & 14 & 19 \\ 11 & -13 & -13 & -6 \end{bmatrix}
C_4x4_mult_008,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 0 & 0 & 2 & 1 \\ 0 & -2 & -1 & 4 \\ 3 & -2 & -1 & 2 \\ 4 & -4 & -2 & 2 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -4 & 1 & 4 \\ 3 & 0 & 0 & -1 \\ 4 & -2 & -1 & -4 \\ -3 & -3 & -1 & -1 \end{bmatrix}",AB = \begin{bmatrix} 5 & -7 & -3 & -9 \\ -22 & -10 & -3 & 2 \\ -13 & -16 & 2 & 16 \\ -22 & -18 & 4 & 26 \end{bmatrix}
C_4x4_mult_009,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 2 & 3 & 2 & -2 \\ 0 & -1 & 1 & -2 \\ -4 & -2 & 2 & 2 \\ 2 & 3 & 3 & -4 \end{bmatrix}, \quad B = \begin{bmatrix} -2 & -4 & 3 & -1 \\ 0 & -3 & -1 & 1 \\ 1 & -2 & 2 & 3 \\ -4 & -2 & 1 & 0 \end{bmatrix}",AB = \begin{bmatrix} 6 & -17 & 5 & 7 \\ 9 & 5 & 1 & 2 \\ 2 & 14 & -4 & 8 \\ 15 & -15 & 5 & 10 \end{bmatrix}
C_4x4_mult_010,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & 4 & 2 & 4 \\ -3 & -2 & -2 & -3 \\ -4 & -4 & -1 & -1 \\ 2 & 3 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -2 & 1 & 2 \\ -1 & 4 & 3 & 0 \\ 0 & 3 & 2 & -4 \\ 4 & -2 & -3 & 1 \end{bmatrix}",AB = \begin{bmatrix} 13 & 12 & 5 & -2 \\ -13 & -2 & -4 & -1 \\ -4 & -9 & -15 & -5 \\ -13 & 20 & 24 & -7 \end{bmatrix}
C_4x4_mult_011,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -2 & 0 & 1 & -3 \\ 3 & 0 & -3 & 2 \\ -1 & -1 & 1 & 1 \\ -1 & -1 & -4 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} -3 & 4 & 1 & -2 \\ -4 & -2 & -2 & 1 \\ 3 & -1 & 3 & 1 \\ 0 & 1 & 1 & -1 \end{bmatrix}",AB = \begin{bmatrix} 9 & -12 & -2 & 8 \\ -18 & 17 & -4 & -11 \\ 10 & -2 & 5 & 1 \\ -5 & -1 & -14 & 0 \end{bmatrix}
C_4x4_mult_012,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -4 & -4 & -3 & -3 \\ -1 & -1 & -2 & 2 \\ 1 & 3 & -1 & -4 \\ 4 & -2 & 0 & 1 \end{bmatrix}, \quad B = \begin{bmatrix} 4 & 0 & -3 & 1 \\ -3 & 4 & -2 & 0 \\ -1 & 1 & -2 & -2 \\ 0 & 2 & 2 & 0 \end{bmatrix}",AB = \begin{bmatrix} -1 & -25 & 20 & 2 \\ 1 & -2 & 13 & 3 \\ -4 & 3 & -15 & 3 \\ 22 & -6 & -6 & 4 \end{bmatrix}
C_4x4_mult_013,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & -4 & 4 & 2 \\ 0 & -1 & -3 & -3 \\ -3 & 1 & 3 & -2 \\ 0 & -2 & 0 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & 4 & -4 & 4 \\ -3 & -1 & -1 & -4 \\ -4 & -2 & 3 & -1 \\ -3 & -4 & 4 & 3 \end{bmatrix}",AB = \begin{bmatrix} -9 & -8 & 20 & 22 \\ 24 & 19 & -20 & -2 \\ -12 & -11 & 12 & -25 \\ 12 & 10 & -6 & 2 \end{bmatrix}
C_4x4_mult_014,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -2 & 2 & -3 & -4 \\ 4 & -1 & 4 & 2 \\ -2 & 3 & 3 & 2 \\ -1 & 2 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -1 & 2 & -2 \\ 1 & 1 & 3 & 3 \\ -4 & -3 & 4 & 1 \\ 0 & -3 & -2 & 3 \end{bmatrix}",AB = \begin{bmatrix} 12 & 25 & -2 & -5 \\ -13 & -23 & 17 & -1 \\ -11 & -10 & 13 & 22 \\ -7 & 6 & 18 & 1 \end{bmatrix}
C_4x4_mult_015,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & 1 & 0 & -1 \\ 3 & 4 & 4 & 3 \\ -1 & -2 & -1 & 3 \\ 3 & -3 & 2 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 0 & 3 & 4 & -1 \\ -1 & 0 & 2 & 0 \\ -2 & -2 & -2 & 3 \\ 4 & -4 & 1 & -4 \end{bmatrix}",AB = \begin{bmatrix} -5 & 7 & 5 & 3 \\ 0 & -11 & 15 & -3 \\ 16 & -13 & -3 & -14 \\ -13 & 17 & -1 & 15 \end{bmatrix}
C_4x4_mult_016,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & 0 & -2 & 0 \\ -2 & -2 & 0 & 2 \\ -2 & -1 & -3 & -3 \\ 0 & 3 & 1 & -3 \end{bmatrix}, \quad B = \begin{bmatrix} 1 & -3 & 1 & 0 \\ -1 & -2 & -2 & -1 \\ 0 & 0 & 1 & 3 \\ -3 & 3 & 0 & -3 \end{bmatrix}",C = \begin{bmatrix} 3 & -9 & 1 & -6 \\ -6 & 16 & 2 & -4 \\ 8 & -1 & -3 & 1 \\ 6 & -15 & -5 & 9 \end{bmatrix}
C_4x4_mult_017,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & 2 & -1 & -2 \\ -1 & 2 & 3 & -1 \\ 0 & 2 & -2 & 2 \\ -2 & 2 & -3 & 3 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & -2 & 2 & 1 \\ 0 & 2 & 1 & -3 \\ -2 & 1 & -1 & -1 \\ 0 & -2 & 3 & 0 \end{bmatrix}",C = \begin{bmatrix} 8 & 1 & 3 & -2 \\ -8 & 11 & -6 & -10 \\ 4 & -2 & 10 & -4 \\ 2 & -1 & 10 & -5 \end{bmatrix}
C_4x4_mult_018,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -3 & 0 & 2 & 1 \\ 0 & 1 & -3 & 0 \\ -1 & 3 & 1 & -2 \\ 2 & -1 & 3 & -1 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 2 & 2 & 1 \\ -3 & -2 & 3 & 2 \\ 0 & 2 & 1 & 2 \\ 0 & -3 & -1 & -2 \end{bmatrix}",C = \begin{bmatrix} -6 & -5 & -5 & -1 \\ -3 & -8 & 0 & -4 \\ -11 & 0 & 10 & 11 \\ 7 & 15 & 5 & 8 \end{bmatrix}
C_4x4_mult_019,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & 3 & -2 & 3 \\ -1 & -2 & -2 & 0 \\ -2 & -2 & 1 & -1 \\ 1 & -3 & -3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} -1 & -2 & -1 & 3 \\ 0 & 1 & 2 & -2 \\ -2 & -1 & 1 & 0 \\ -3 & 1 & 3 & 0 \end{bmatrix}",C = \begin{bmatrix} -8 & 2 & 10 & 3 \\ 5 & 2 & -5 & 1 \\ 3 & 0 & -4 & -2 \\ 11 & -4 & -16 & 9 \end{bmatrix}
C_4x4_mult_020,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & -1 & -1 & -1 \\ 0 & 1 & -3 & 3 \\ -2 & 0 & -1 & 3 \\ 1 & -3 & -3 & -2 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & 3 & 0 & 0 \\ 1 & 0 & 0 & -1 \\ 0 & -1 & 2 & 1 \\ 2 & -1 & -1 & 0 \end{bmatrix}",C = \begin{bmatrix} 3 & 11 & -1 & 0 \\ 7 & 0 & -9 & -4 \\ 2 & -8 & -5 & -1 \\ -5 & 8 & -4 & 0 \end{bmatrix}
C_4x4_nullity_001,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -1 & -3 & 2 \\ -4 & -1 & -3 & 2 \\ -1 & -3 & -4 & -1 \\ 3 & 1 & 3 & -1 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_002,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 0 & -1 & 3 \\ 5 & 2 & 2 & 4 \\ 4 & 3 & 1 & -4 \\ 3 & 4 & -4 & 4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_003,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -5 & 4 & -5 \\ -4 & 4 & 0 & 4 \\ 4 & -4 & -4 & -3 \\ -4 & 0 & -1 & 5 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_004,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -4 & 0 & -10 \\ 1 & 2 & 1 & -1 \\ -4 & -8 & -4 & 4 \\ -3 & 4 & 1 & 4 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_005,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -4 & 3 & 5 \\ -2 & -4 & 1 & -4 \\ -2 & 0 & -3 & 3 \\ 0 & -1 & -4 & -1 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_006,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -2 & -3 & 5 \\ 1 & -3 & 5 & -1 \\ 0 & -3 & -4 & 1 \\ 0 & 5 & -3 & -4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_007,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -2 & 1 & 0 \\ 5 & -4 & 0 & 2 \\ 1 & 5 & 1 & 5 \\ -2 & 3 & 0 & -4 \end{bmatrix},\text{nullity}(A) = 0
C_4x4_nullity_008,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -2 & 0 & -2 \\ 3 & 2 & 4 & -2 \\ 0 & 2 & 0 & -4 \\ -1 & 4 & 4 & -3 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_009,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 0 & -4 & 0 \\ 1 & 3 & 4 & -3 \\ -6 & 6 & 16 & -6 \\ -8 & 0 & 8 & 0 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_010,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -2 & -1 & 4 \\ -4 & -2 & 1 & -3 \\ 0 & 0 & 0 & 0 \\ 0 & -4 & 0 & 1 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_011,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 6 & -3 & -12 & 12 \\ 3 & -3 & 18 & -15 \\ -8 & 19 & 28 & -22 \\ 12 & -19 & -12 & 10 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_012,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -15 & 15 & -8 & 7 \\ -21 & 23 & -2 & 4 \\ -5 & -1 & 22 & -12 \\ -5 & 7 & 14 & -8 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_013,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 16 & -32 & 12 & -12 \\ -11 & 20 & -9 & 10 \\ -9 & 12 & -9 & 12 \\ -3 & -4 & -6 & 11 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_014,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 16 & -4 & -16 & -12 \\ 4 & -1 & -4 & -3 \\ -16 & 4 & 16 & 12 \\ -12 & 3 & 12 & 9 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_015,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 0 & 0 & -3 \\ 0 & 0 & 0 & 3 \\ 0 & 0 & 0 & 6 \\ 0 & 0 & 0 & -9 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_016,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 2 & 3 & 1 \\ -8 & 4 & 14 & -2 \\ 9 & 10 & -2 & 6 \\ 4 & 0 & 28 & -4 \end{bmatrix},\text{nullity}(A) = 1
