Problem_ID,n,trig,b,problem_latex,answer_latex
IBP_n14_cos_b06_03,14,cos,6,"Evaluate the indefinite integral.

\int x^{14} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(6 x \right)}}{6} + \frac{7 x^{13} \cos{\left(6 x \right)}}{18} - \frac{91 x^{12} \sin{\left(6 x \right)}}{108} - \frac{91 x^{11} \cos{\left(6 x \right)}}{54} + \frac{1001 x^{10} \sin{\left(6 x \right)}}{324} + \frac{5005 x^{9} \cos{\left(6 x \right)}}{972} - \frac{5005 x^{8} \sin{\left(6 x \right)}}{648} - \frac{5005 x^{7} \cos{\left(6 x \right)}}{486} + \frac{35035 x^{6} \sin{\left(6 x \right)}}{2916} + \frac{35035 x^{5} \cos{\left(6 x \right)}}{2916} - \frac{175175 x^{4} \sin{\left(6 x \right)}}{17496} - \frac{175175 x^{3} \cos{\left(6 x \right)}}{26244} + \frac{175175 x^{2} \sin{\left(6 x \right)}}{52488} + \frac{175175 x \cos{\left(6 x \right)}}{157464} - \frac{175175 \sin{\left(6 x \right)}}{944784}
IBP_n14_cos_b03_04,14,cos,3,"Evaluate the indefinite integral.

\int x^{14} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(3 x \right)}}{3} + \frac{14 x^{13} \cos{\left(3 x \right)}}{9} - \frac{182 x^{12} \sin{\left(3 x \right)}}{27} - \frac{728 x^{11} \cos{\left(3 x \right)}}{27} + \frac{8008 x^{10} \sin{\left(3 x \right)}}{81} + \frac{80080 x^{9} \cos{\left(3 x \right)}}{243} - \frac{80080 x^{8} \sin{\left(3 x \right)}}{81} - \frac{640640 x^{7} \cos{\left(3 x \right)}}{243} + \frac{4484480 x^{6} \sin{\left(3 x \right)}}{729} + \frac{8968960 x^{5} \cos{\left(3 x \right)}}{729} - \frac{44844800 x^{4} \sin{\left(3 x \right)}}{2187} - \frac{179379200 x^{3} \cos{\left(3 x \right)}}{6561} + \frac{179379200 x^{2} \sin{\left(3 x \right)}}{6561} + \frac{358758400 x \cos{\left(3 x \right)}}{19683} - \frac{358758400 \sin{\left(3 x \right)}}{59049}
IBP_n14_cos_b09_05,14,cos,9,"Evaluate the indefinite integral.

\int x^{14} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(9 x \right)}}{9} + \frac{14 x^{13} \cos{\left(9 x \right)}}{81} - \frac{182 x^{12} \sin{\left(9 x \right)}}{729} - \frac{728 x^{11} \cos{\left(9 x \right)}}{2187} + \frac{8008 x^{10} \sin{\left(9 x \right)}}{19683} + \frac{80080 x^{9} \cos{\left(9 x \right)}}{177147} - \frac{80080 x^{8} \sin{\left(9 x \right)}}{177147} - \frac{640640 x^{7} \cos{\left(9 x \right)}}{1594323} + \frac{4484480 x^{6} \sin{\left(9 x \right)}}{14348907} + \frac{8968960 x^{5} \cos{\left(9 x \right)}}{43046721} - \frac{44844800 x^{4} \sin{\left(9 x \right)}}{387420489} - \frac{179379200 x^{3} \cos{\left(9 x \right)}}{3486784401} + \frac{179379200 x^{2} \sin{\left(9 x \right)}}{10460353203} + \frac{358758400 x \cos{\left(9 x \right)}}{94143178827} - \frac{358758400 \sin{\left(9 x \right)}}{847288609443}
IBP_n14_cos_b04_06,14,cos,4,"Evaluate the indefinite integral.

\int x^{14} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(4 x \right)}}{4} + \frac{7 x^{13} \cos{\left(4 x \right)}}{8} - \frac{91 x^{12} \sin{\left(4 x \right)}}{32} - \frac{273 x^{11} \cos{\left(4 x \right)}}{32} + \frac{3003 x^{10} \sin{\left(4 x \right)}}{128} + \frac{15015 x^{9} \cos{\left(4 x \right)}}{256} - \frac{135135 x^{8} \sin{\left(4 x \right)}}{1024} - \frac{135135 x^{7} \cos{\left(4 x \right)}}{512} + \frac{945945 x^{6} \sin{\left(4 x \right)}}{2048} + \frac{2837835 x^{5} \cos{\left(4 x \right)}}{4096} - \frac{14189175 x^{4} \sin{\left(4 x \right)}}{16384} - \frac{14189175 x^{3} \cos{\left(4 x \right)}}{16384} + \frac{42567525 x^{2} \sin{\left(4 x \right)}}{65536} + \frac{42567525 x \cos{\left(4 x \right)}}{131072} - \frac{42567525 \sin{\left(4 x \right)}}{524288}
IBP_n14_cos_b10_07,14,cos,10,"Evaluate the indefinite integral.

\int x^{14} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(10 x \right)}}{10} + \frac{7 x^{13} \cos{\left(10 x \right)}}{50} - \frac{91 x^{12} \sin{\left(10 x \right)}}{500} - \frac{273 x^{11} \cos{\left(10 x \right)}}{1250} + \frac{3003 x^{10} \sin{\left(10 x \right)}}{12500} + \frac{3003 x^{9} \cos{\left(10 x \right)}}{12500} - \frac{27027 x^{8} \sin{\left(10 x \right)}}{125000} - \frac{27027 x^{7} \cos{\left(10 x \right)}}{156250} + \frac{189189 x^{6} \sin{\left(10 x \right)}}{1562500} + \frac{567567 x^{5} \cos{\left(10 x \right)}}{7812500} - \frac{567567 x^{4} \sin{\left(10 x \right)}}{15625000} - \frac{567567 x^{3} \cos{\left(10 x \right)}}{39062500} + \frac{1702701 x^{2} \sin{\left(10 x \right)}}{390625000} + \frac{1702701 x \cos{\left(10 x \right)}}{1953125000} - \frac{1702701 \sin{\left(10 x \right)}}{19531250000}
IBP_n14_cos_b01_08,14,cos,1,"Evaluate the indefinite integral.

\int x^{14} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{14} \sin{\left(x \right)} + 14 x^{13} \cos{\left(x \right)} - 182 x^{12} \sin{\left(x \right)} - 2184 x^{11} \cos{\left(x \right)} + 24024 x^{10} \sin{\left(x \right)} + 240240 x^{9} \cos{\left(x \right)} - 2162160 x^{8} \sin{\left(x \right)} - 17297280 x^{7} \cos{\left(x \right)} + 121080960 x^{6} \sin{\left(x \right)} + 726485760 x^{5} \cos{\left(x \right)} - 3632428800 x^{4} \sin{\left(x \right)} - 14529715200 x^{3} \cos{\left(x \right)} + 43589145600 x^{2} \sin{\left(x \right)} + 87178291200 x \cos{\left(x \right)} - 87178291200 \sin{\left(x \right)}
IBP_n14_cos_b05_09,14,cos,5,"Evaluate the indefinite integral.

\int x^{14} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{14} \sin{\left(5 x \right)}}{5} + \frac{14 x^{13} \cos{\left(5 x \right)}}{25} - \frac{182 x^{12} \sin{\left(5 x \right)}}{125} - \frac{2184 x^{11} \cos{\left(5 x \right)}}{625} + \frac{24024 x^{10} \sin{\left(5 x \right)}}{3125} + \frac{48048 x^{9} \cos{\left(5 x \right)}}{3125} - \frac{432432 x^{8} \sin{\left(5 x \right)}}{15625} - \frac{3459456 x^{7} \cos{\left(5 x \right)}}{78125} + \frac{24216192 x^{6} \sin{\left(5 x \right)}}{390625} + \frac{145297152 x^{5} \cos{\left(5 x \right)}}{1953125} - \frac{145297152 x^{4} \sin{\left(5 x \right)}}{1953125} - \frac{581188608 x^{3} \cos{\left(5 x \right)}}{9765625} + \frac{1743565824 x^{2} \sin{\left(5 x \right)}}{48828125} + \frac{3487131648 x \cos{\left(5 x \right)}}{244140625} - \frac{3487131648 \sin{\left(5 x \right)}}{1220703125}
IBP_n15_sin_b07_00,15,sin,7,"Evaluate the indefinite integral.

\int x^{15} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(7 x \right)}}{7} + \frac{15 x^{14} \sin{\left(7 x \right)}}{49} + \frac{30 x^{13} \cos{\left(7 x \right)}}{49} - \frac{390 x^{12} \sin{\left(7 x \right)}}{343} - \frac{4680 x^{11} \cos{\left(7 x \right)}}{2401} + \frac{51480 x^{10} \sin{\left(7 x \right)}}{16807} + \frac{514800 x^{9} \cos{\left(7 x \right)}}{117649} - \frac{4633200 x^{8} \sin{\left(7 x \right)}}{823543} - \frac{37065600 x^{7} \cos{\left(7 x \right)}}{5764801} + \frac{37065600 x^{6} \sin{\left(7 x \right)}}{5764801} + \frac{222393600 x^{5} \cos{\left(7 x \right)}}{40353607} - \frac{1111968000 x^{4} \sin{\left(7 x \right)}}{282475249} - \frac{4447872000 x^{3} \cos{\left(7 x \right)}}{1977326743} + \frac{13343616000 x^{2} \sin{\left(7 x \right)}}{13841287201} + \frac{26687232000 x \cos{\left(7 x \right)}}{96889010407} - \frac{26687232000 \sin{\left(7 x \right)}}{678223072849}
IBP_n15_sin_b08_01,15,sin,8,"Evaluate the indefinite integral.

\int x^{15} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(8 x \right)}}{8} + \frac{15 x^{14} \sin{\left(8 x \right)}}{64} + \frac{105 x^{13} \cos{\left(8 x \right)}}{256} - \frac{1365 x^{12} \sin{\left(8 x \right)}}{2048} - \frac{4095 x^{11} \cos{\left(8 x \right)}}{4096} + \frac{45045 x^{10} \sin{\left(8 x \right)}}{32768} + \frac{225225 x^{9} \cos{\left(8 x \right)}}{131072} - \frac{2027025 x^{8} \sin{\left(8 x \right)}}{1048576} - \frac{2027025 x^{7} \cos{\left(8 x \right)}}{1048576} + \frac{14189175 x^{6} \sin{\left(8 x \right)}}{8388608} + \frac{42567525 x^{5} \cos{\left(8 x \right)}}{33554432} - \frac{212837625 x^{4} \sin{\left(8 x \right)}}{268435456} - \frac{212837625 x^{3} \cos{\left(8 x \right)}}{536870912} + \frac{638512875 x^{2} \sin{\left(8 x \right)}}{4294967296} + \frac{638512875 x \cos{\left(8 x \right)}}{17179869184} - \frac{638512875 \sin{\left(8 x \right)}}{137438953472}
IBP_n15_sin_b09_02,15,sin,9,"Evaluate the indefinite integral.

\int x^{15} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(9 x \right)}}{9} + \frac{5 x^{14} \sin{\left(9 x \right)}}{27} + \frac{70 x^{13} \cos{\left(9 x \right)}}{243} - \frac{910 x^{12} \sin{\left(9 x \right)}}{2187} - \frac{3640 x^{11} \cos{\left(9 x \right)}}{6561} + \frac{40040 x^{10} \sin{\left(9 x \right)}}{59049} + \frac{400400 x^{9} \cos{\left(9 x \right)}}{531441} - \frac{400400 x^{8} \sin{\left(9 x \right)}}{531441} - \frac{3203200 x^{7} \cos{\left(9 x \right)}}{4782969} + \frac{22422400 x^{6} \sin{\left(9 x \right)}}{43046721} + \frac{44844800 x^{5} \cos{\left(9 x \right)}}{129140163} - \frac{224224000 x^{4} \sin{\left(9 x \right)}}{1162261467} - \frac{896896000 x^{3} \cos{\left(9 x \right)}}{10460353203} + \frac{896896000 x^{2} \sin{\left(9 x \right)}}{31381059609} + \frac{1793792000 x \cos{\left(9 x \right)}}{282429536481} - \frac{1793792000 \sin{\left(9 x \right)}}{2541865828329}
IBP_n15_sin_b05_03,15,sin,5,"Evaluate the indefinite integral.

\int x^{15} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(5 x \right)}}{5} + \frac{3 x^{14} \sin{\left(5 x \right)}}{5} + \frac{42 x^{13} \cos{\left(5 x \right)}}{25} - \frac{546 x^{12} \sin{\left(5 x \right)}}{125} - \frac{6552 x^{11} \cos{\left(5 x \right)}}{625} + \frac{72072 x^{10} \sin{\left(5 x \right)}}{3125} + \frac{144144 x^{9} \cos{\left(5 x \right)}}{3125} - \frac{1297296 x^{8} \sin{\left(5 x \right)}}{15625} - \frac{10378368 x^{7} \cos{\left(5 x \right)}}{78125} + \frac{72648576 x^{6} \sin{\left(5 x \right)}}{390625} + \frac{435891456 x^{5} \cos{\left(5 x \right)}}{1953125} - \frac{435891456 x^{4} \sin{\left(5 x \right)}}{1953125} - \frac{1743565824 x^{3} \cos{\left(5 x \right)}}{9765625} + \frac{5230697472 x^{2} \sin{\left(5 x \right)}}{48828125} + \frac{10461394944 x \cos{\left(5 x \right)}}{244140625} - \frac{10461394944 \sin{\left(5 x \right)}}{1220703125}
IBP_n15_sin_b01_04,15,sin,1,"Evaluate the indefinite integral.

\int x^{15} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{15} \cos{\left(x \right)} + 15 x^{14} \sin{\left(x \right)} + 210 x^{13} \cos{\left(x \right)} - 2730 x^{12} \sin{\left(x \right)} - 32760 x^{11} \cos{\left(x \right)} + 360360 x^{10} \sin{\left(x \right)} + 3603600 x^{9} \cos{\left(x \right)} - 32432400 x^{8} \sin{\left(x \right)} - 259459200 x^{7} \cos{\left(x \right)} + 1816214400 x^{6} \sin{\left(x \right)} + 10897286400 x^{5} \cos{\left(x \right)} - 54486432000 x^{4} \sin{\left(x \right)} - 217945728000 x^{3} \cos{\left(x \right)} + 653837184000 x^{2} \sin{\left(x \right)} + 1307674368000 x \cos{\left(x \right)} - 1307674368000 \sin{\left(x \right)}
IBP_n15_sin_b03_05,15,sin,3,"Evaluate the indefinite integral.

\int x^{15} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(3 x \right)}}{3} + \frac{5 x^{14} \sin{\left(3 x \right)}}{3} + \frac{70 x^{13} \cos{\left(3 x \right)}}{9} - \frac{910 x^{12} \sin{\left(3 x \right)}}{27} - \frac{3640 x^{11} \cos{\left(3 x \right)}}{27} + \frac{40040 x^{10} \sin{\left(3 x \right)}}{81} + \frac{400400 x^{9} \cos{\left(3 x \right)}}{243} - \frac{400400 x^{8} \sin{\left(3 x \right)}}{81} - \frac{3203200 x^{7} \cos{\left(3 x \right)}}{243} + \frac{22422400 x^{6} \sin{\left(3 x \right)}}{729} + \frac{44844800 x^{5} \cos{\left(3 x \right)}}{729} - \frac{224224000 x^{4} \sin{\left(3 x \right)}}{2187} - \frac{896896000 x^{3} \cos{\left(3 x \right)}}{6561} + \frac{896896000 x^{2} \sin{\left(3 x \right)}}{6561} + \frac{1793792000 x \cos{\left(3 x \right)}}{19683} - \frac{1793792000 \sin{\left(3 x \right)}}{59049}
IBP_n15_sin_b02_06,15,sin,2,"Evaluate the indefinite integral.

\int x^{15} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(2 x \right)}}{2} + \frac{15 x^{14} \sin{\left(2 x \right)}}{4} + \frac{105 x^{13} \cos{\left(2 x \right)}}{4} - \frac{1365 x^{12} \sin{\left(2 x \right)}}{8} - \frac{4095 x^{11} \cos{\left(2 x \right)}}{4} + \frac{45045 x^{10} \sin{\left(2 x \right)}}{8} + \frac{225225 x^{9} \cos{\left(2 x \right)}}{8} - \frac{2027025 x^{8} \sin{\left(2 x \right)}}{16} - \frac{2027025 x^{7} \cos{\left(2 x \right)}}{4} + \frac{14189175 x^{6} \sin{\left(2 x \right)}}{8} + \frac{42567525 x^{5} \cos{\left(2 x \right)}}{8} - \frac{212837625 x^{4} \sin{\left(2 x \right)}}{16} - \frac{212837625 x^{3} \cos{\left(2 x \right)}}{8} + \frac{638512875 x^{2} \sin{\left(2 x \right)}}{16} + \frac{638512875 x \cos{\left(2 x \right)}}{16} - \frac{638512875 \sin{\left(2 x \right)}}{32}
IBP_n15_sin_b10_07,15,sin,10,"Evaluate the indefinite integral.

\int x^{15} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(10 x \right)}}{10} + \frac{3 x^{14} \sin{\left(10 x \right)}}{20} + \frac{21 x^{13} \cos{\left(10 x \right)}}{100} - \frac{273 x^{12} \sin{\left(10 x \right)}}{1000} - \frac{819 x^{11} \cos{\left(10 x \right)}}{2500} + \frac{9009 x^{10} \sin{\left(10 x \right)}}{25000} + \frac{9009 x^{9} \cos{\left(10 x \right)}}{25000} - \frac{81081 x^{8} \sin{\left(10 x \right)}}{250000} - \frac{81081 x^{7} \cos{\left(10 x \right)}}{312500} + \frac{567567 x^{6} \sin{\left(10 x \right)}}{3125000} + \frac{1702701 x^{5} \cos{\left(10 x \right)}}{15625000} - \frac{1702701 x^{4} \sin{\left(10 x \right)}}{31250000} - \frac{1702701 x^{3} \cos{\left(10 x \right)}}{78125000} + \frac{5108103 x^{2} \sin{\left(10 x \right)}}{781250000} + \frac{5108103 x \cos{\left(10 x \right)}}{3906250000} - \frac{5108103 \sin{\left(10 x \right)}}{39062500000}
IBP_n15_sin_b04_08,15,sin,4,"Evaluate the indefinite integral.

\int x^{15} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(4 x \right)}}{4} + \frac{15 x^{14} \sin{\left(4 x \right)}}{16} + \frac{105 x^{13} \cos{\left(4 x \right)}}{32} - \frac{1365 x^{12} \sin{\left(4 x \right)}}{128} - \frac{4095 x^{11} \cos{\left(4 x \right)}}{128} + \frac{45045 x^{10} \sin{\left(4 x \right)}}{512} + \frac{225225 x^{9} \cos{\left(4 x \right)}}{1024} - \frac{2027025 x^{8} \sin{\left(4 x \right)}}{4096} - \frac{2027025 x^{7} \cos{\left(4 x \right)}}{2048} + \frac{14189175 x^{6} \sin{\left(4 x \right)}}{8192} + \frac{42567525 x^{5} \cos{\left(4 x \right)}}{16384} - \frac{212837625 x^{4} \sin{\left(4 x \right)}}{65536} - \frac{212837625 x^{3} \cos{\left(4 x \right)}}{65536} + \frac{638512875 x^{2} \sin{\left(4 x \right)}}{262144} + \frac{638512875 x \cos{\left(4 x \right)}}{524288} - \frac{638512875 \sin{\left(4 x \right)}}{2097152}
IBP_n15_sin_b06_09,15,sin,6,"Evaluate the indefinite integral.

\int x^{15} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{15} \cos{\left(6 x \right)}}{6} + \frac{5 x^{14} \sin{\left(6 x \right)}}{12} + \frac{35 x^{13} \cos{\left(6 x \right)}}{36} - \frac{455 x^{12} \sin{\left(6 x \right)}}{216} - \frac{455 x^{11} \cos{\left(6 x \right)}}{108} + \frac{5005 x^{10} \sin{\left(6 x \right)}}{648} + \frac{25025 x^{9} \cos{\left(6 x \right)}}{1944} - \frac{25025 x^{8} \sin{\left(6 x \right)}}{1296} - \frac{25025 x^{7} \cos{\left(6 x \right)}}{972} + \frac{175175 x^{6} \sin{\left(6 x \right)}}{5832} + \frac{175175 x^{5} \cos{\left(6 x \right)}}{5832} - \frac{875875 x^{4} \sin{\left(6 x \right)}}{34992} - \frac{875875 x^{3} \cos{\left(6 x \right)}}{52488} + \frac{875875 x^{2} \sin{\left(6 x \right)}}{104976} + \frac{875875 x \cos{\left(6 x \right)}}{314928} - \frac{875875 \sin{\left(6 x \right)}}{1889568}
IBP_n15_cos_b04_00,15,cos,4,"Evaluate the indefinite integral.

\int x^{15} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(4 x \right)}}{4} + \frac{15 x^{14} \cos{\left(4 x \right)}}{16} - \frac{105 x^{13} \sin{\left(4 x \right)}}{32} - \frac{1365 x^{12} \cos{\left(4 x \right)}}{128} + \frac{4095 x^{11} \sin{\left(4 x \right)}}{128} + \frac{45045 x^{10} \cos{\left(4 x \right)}}{512} - \frac{225225 x^{9} \sin{\left(4 x \right)}}{1024} - \frac{2027025 x^{8} \cos{\left(4 x \right)}}{4096} + \frac{2027025 x^{7} \sin{\left(4 x \right)}}{2048} + \frac{14189175 x^{6} \cos{\left(4 x \right)}}{8192} - \frac{42567525 x^{5} \sin{\left(4 x \right)}}{16384} - \frac{212837625 x^{4} \cos{\left(4 x \right)}}{65536} + \frac{212837625 x^{3} \sin{\left(4 x \right)}}{65536} + \frac{638512875 x^{2} \cos{\left(4 x \right)}}{262144} - \frac{638512875 x \sin{\left(4 x \right)}}{524288} - \frac{638512875 \cos{\left(4 x \right)}}{2097152}
IBP_n15_cos_b07_01,15,cos,7,"Evaluate the indefinite integral.

\int x^{15} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(7 x \right)}}{7} + \frac{15 x^{14} \cos{\left(7 x \right)}}{49} - \frac{30 x^{13} \sin{\left(7 x \right)}}{49} - \frac{390 x^{12} \cos{\left(7 x \right)}}{343} + \frac{4680 x^{11} \sin{\left(7 x \right)}}{2401} + \frac{51480 x^{10} \cos{\left(7 x \right)}}{16807} - \frac{514800 x^{9} \sin{\left(7 x \right)}}{117649} - \frac{4633200 x^{8} \cos{\left(7 x \right)}}{823543} + \frac{37065600 x^{7} \sin{\left(7 x \right)}}{5764801} + \frac{37065600 x^{6} \cos{\left(7 x \right)}}{5764801} - \frac{222393600 x^{5} \sin{\left(7 x \right)}}{40353607} - \frac{1111968000 x^{4} \cos{\left(7 x \right)}}{282475249} + \frac{4447872000 x^{3} \sin{\left(7 x \right)}}{1977326743} + \frac{13343616000 x^{2} \cos{\left(7 x \right)}}{13841287201} - \frac{26687232000 x \sin{\left(7 x \right)}}{96889010407} - \frac{26687232000 \cos{\left(7 x \right)}}{678223072849}
IBP_n15_cos_b03_02,15,cos,3,"Evaluate the indefinite integral.

\int x^{15} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(3 x \right)}}{3} + \frac{5 x^{14} \cos{\left(3 x \right)}}{3} - \frac{70 x^{13} \sin{\left(3 x \right)}}{9} - \frac{910 x^{12} \cos{\left(3 x \right)}}{27} + \frac{3640 x^{11} \sin{\left(3 x \right)}}{27} + \frac{40040 x^{10} \cos{\left(3 x \right)}}{81} - \frac{400400 x^{9} \sin{\left(3 x \right)}}{243} - \frac{400400 x^{8} \cos{\left(3 x \right)}}{81} + \frac{3203200 x^{7} \sin{\left(3 x \right)}}{243} + \frac{22422400 x^{6} \cos{\left(3 x \right)}}{729} - \frac{44844800 x^{5} \sin{\left(3 x \right)}}{729} - \frac{224224000 x^{4} \cos{\left(3 x \right)}}{2187} + \frac{896896000 x^{3} \sin{\left(3 x \right)}}{6561} + \frac{896896000 x^{2} \cos{\left(3 x \right)}}{6561} - \frac{1793792000 x \sin{\left(3 x \right)}}{19683} - \frac{1793792000 \cos{\left(3 x \right)}}{59049}
IBP_n15_cos_b09_03,15,cos,9,"Evaluate the indefinite integral.

\int x^{15} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(9 x \right)}}{9} + \frac{5 x^{14} \cos{\left(9 x \right)}}{27} - \frac{70 x^{13} \sin{\left(9 x \right)}}{243} - \frac{910 x^{12} \cos{\left(9 x \right)}}{2187} + \frac{3640 x^{11} \sin{\left(9 x \right)}}{6561} + \frac{40040 x^{10} \cos{\left(9 x \right)}}{59049} - \frac{400400 x^{9} \sin{\left(9 x \right)}}{531441} - \frac{400400 x^{8} \cos{\left(9 x \right)}}{531441} + \frac{3203200 x^{7} \sin{\left(9 x \right)}}{4782969} + \frac{22422400 x^{6} \cos{\left(9 x \right)}}{43046721} - \frac{44844800 x^{5} \sin{\left(9 x \right)}}{129140163} - \frac{224224000 x^{4} \cos{\left(9 x \right)}}{1162261467} + \frac{896896000 x^{3} \sin{\left(9 x \right)}}{10460353203} + \frac{896896000 x^{2} \cos{\left(9 x \right)}}{31381059609} - \frac{1793792000 x \sin{\left(9 x \right)}}{282429536481} - \frac{1793792000 \cos{\left(9 x \right)}}{2541865828329}
IBP_n15_cos_b01_04,15,cos,1,"Evaluate the indefinite integral.

\int x^{15} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{15} \sin{\left(x \right)} + 15 x^{14} \cos{\left(x \right)} - 210 x^{13} \sin{\left(x \right)} - 2730 x^{12} \cos{\left(x \right)} + 32760 x^{11} \sin{\left(x \right)} + 360360 x^{10} \cos{\left(x \right)} - 3603600 x^{9} \sin{\left(x \right)} - 32432400 x^{8} \cos{\left(x \right)} + 259459200 x^{7} \sin{\left(x \right)} + 1816214400 x^{6} \cos{\left(x \right)} - 10897286400 x^{5} \sin{\left(x \right)} - 54486432000 x^{4} \cos{\left(x \right)} + 217945728000 x^{3} \sin{\left(x \right)} + 653837184000 x^{2} \cos{\left(x \right)} - 1307674368000 x \sin{\left(x \right)} - 1307674368000 \cos{\left(x \right)}
IBP_n15_cos_b10_05,15,cos,10,"Evaluate the indefinite integral.

\int x^{15} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(10 x \right)}}{10} + \frac{3 x^{14} \cos{\left(10 x \right)}}{20} - \frac{21 x^{13} \sin{\left(10 x \right)}}{100} - \frac{273 x^{12} \cos{\left(10 x \right)}}{1000} + \frac{819 x^{11} \sin{\left(10 x \right)}}{2500} + \frac{9009 x^{10} \cos{\left(10 x \right)}}{25000} - \frac{9009 x^{9} \sin{\left(10 x \right)}}{25000} - \frac{81081 x^{8} \cos{\left(10 x \right)}}{250000} + \frac{81081 x^{7} \sin{\left(10 x \right)}}{312500} + \frac{567567 x^{6} \cos{\left(10 x \right)}}{3125000} - \frac{1702701 x^{5} \sin{\left(10 x \right)}}{15625000} - \frac{1702701 x^{4} \cos{\left(10 x \right)}}{31250000} + \frac{1702701 x^{3} \sin{\left(10 x \right)}}{78125000} + \frac{5108103 x^{2} \cos{\left(10 x \right)}}{781250000} - \frac{5108103 x \sin{\left(10 x \right)}}{3906250000} - \frac{5108103 \cos{\left(10 x \right)}}{39062500000}
IBP_n15_cos_b08_06,15,cos,8,"Evaluate the indefinite integral.

\int x^{15} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{15} \sin{\left(8 x \right)}}{8} + \frac{15 x^{14} \cos{\left(8 x \right)}}{64} - \frac{105 x^{13} \sin{\left(8 x \right)}}{256} - \frac{1365 x^{12} \cos{\left(8 x \right)}}{2048} + \frac{4095 x^{11} \sin{\left(8 x \right)}}{4096} + \frac{45045 x^{10} \cos{\left(8 x \right)}}{32768} - \frac{225225 x^{9} \sin{\left(8 x \right)}}{131072} - \frac{2027025 x^{8} \cos{\left(8 x \right)}}{1048576} + \frac{2027025 x^{7} \sin{\left(8 x \right)}}{1048576} + \frac{14189175 x^{6} \cos{\left(8 x \right)}}{8388608} - \frac{42567525 x^{5} \sin{\left(8 x \right)}}{33554432} - \frac{212837625 x^{4} \cos{\left(8 x \right)}}{268435456} + \frac{212837625 x^{3} \sin{\left(8 x \right)}}{536870912} + \frac{638512875 x^{2} \cos{\left(8 x \right)}}{4294967296} - \frac{638512875 x \sin{\left(8 x \right)}}{17179869184} - \frac{638512875 \cos{\left(8 x \right)}}{137438953472}
